"Y","01/28/2018 14:30:00","01/28/2018 14:53:00","Platform/OS","How to build a module (Mock + Copr)","Did you hear about Modularity? Do you still wonder what it is? How it easy your life of developer? I will show you how you can build your own module in Copr with just a few clicks and how to build your packages on top of modules using Mock.","Miroslav Suchý","A-D105",,"Development"
"Y","01/28/2018 16:00:00","01/28/2018 16:23:00","Kernel","OpenHPC Introduction","Software provisioning is a common task repeated at many high performance computing (HPC) sites to provide the local users with scientific applications and libraries. As the effort to compile HPC software is known to be duplicated by many HPC sites, the idea to collaborate in a community led to the creation of the OpenHPC project.  In this talk I want to provide an introduction to OpenHPC, its community efforts and how it can help HPC sites.  In addition to the OpenHPC introduction I want to describe how the OpenHPC community effort is used as upstream for the CentOS HPC SIG. I want to present the current status of the HPC SIG and the future goals.","Adrian Reber","B-D0206",,"Platform/OS"
"Y","01/28/2018 11:30:00","01/28/2018 12:23:00","Kernel","Slicing a GPU (Virtually!)","Several workloads require a GPU acceleration, either for graphics or for computations. There are multiple ways to run these GPU accelerated workloads in KVM guests. This sessionwill explore many options that are usable today, as well as a fewthat are still work in progress, and clarify the options availablefor recent products from each of the main GPU vendors. The talk is based on experience from implementing GPU virtualization in SPICE and oVirt projects.In particular, the session will cover:- direct GPU assignment with IOMMU, dedicating a GPU for a specific VM- vfio-mdev, which lets you split a single supported GPU for use in multiple VMs- VirtIO GPU, which offers more flexibility at the expense of performance- SPICE streaming for remote 3D renderingAfter attending the session, attendees should be able to1. understand basics of each solution's usage2. know how to choose a GPU accelerated solution that matches their needs3. know how to configure a virtual machine in that configuration4. be aware of performance and quality trade-offs","Christophe de Dinechin; Martin Polednik","B-D0206",,"Virtualization"
"Y","01/28/2018 10:30:00","01/28/2018 10:53:00","Fedora","You want a Clean Desktop OS? Containerize it.","Containers are all the rage, alongside cloud and DevOps. Sometimes they also induce rage. In this talk, we will take a look at using Fedora Atomic on your desktop, when it makes sense, and what the potential benefits vs drawbacks of having a container-based OS on your desktop are for you as a developer.  You will learn:  * what Atomic Host is * how it compares to CoreOS * that you can use container-based OS on your desktop machine as well * if and why that makes sense from a developer's perspective * how to do it effectively  No maximum for attendees, no specific requirements, the talk is beginner-friendly, but some existing knowledge of containers is advised.","Sanja Bonic","H-E112",,"Containers,Desktop,Platform/OS"
"Y","01/28/2018 13:30:00","01/28/2018 13:53:00","Fedora","Fedora Workstation Year 3","We been pushing Fedora Workstation for 3 years now and have successfully grown the userbase significantly. At the same time changes within Red Hat and in the marketplace has affected some of the plans made so this talk will both cover some of major milestones we achieved, but also talk about the items we need to focus on going forward to keep growing.","Christian Fredrik Kalager Schaller","H-E112",,"Desktop"
"Y","01/28/2018 16:00:00","01/28/2018 16:23:00","Platform/OS","Anaconda is still Evolving","The past, present and future of Anaconda, the RHEL, CentOS and Fedora system installer. This presentation will try to describe significant features around the installer which have recently been released and which are being worked on for future releases. This presentation should help you understand Anaconda’s evolution and get a glimpse into its future. I will discuss big changes to Anaconda which are coming, and take feedback and answer questions.  Attendees need to have used Anaconda before to fully understand the presentation. No deep knowledge of Anaconda is required but it is welcomed. This session could be highly valuable for those who already have some existing customizations in Anaconda.","Jiří Konečný","A-D105",,"Automation,Configuration Management,Desktop,Platform/OS"
"Y","01/28/2018 11:30:00","01/28/2018 12:23:00","JUDCon","Pythonic Apache Spark app patterns for the cloud","In this presentation Michael will demonstrate how to create and deploy Python based Apache Spark applications to cloud native environments. We will explore design patterns to help you integrate your analytics and machine learning algorithms into applications which can take full advantage of cloud native platforms like OpenShift Origin. You will see code samples and live demonstrations of techniques for building and deploying Apache Spark applications written in Python. These samples and techniques will provide a solid basis that you can use to create your own intelligent applications for the cloud.","Michael McCune","E-G202",,"AI/Machine Learning,Cloud,Containers,Development,Web"
"Y","01/28/2018 11:00:00","01/28/2018 11:23:00","Security & IdM","SELinux Loves Modularity","The current Fedora approach to delivering SELinux policy is to deliver the entire distribution policy in a single RPM package. This approach worked well when SELinux was first introduced, but as the legacy Fedora model starts to shift towards a decomposed, modular approach so should the Fedora SELinux policy. This talk will introduce the SELinux Modularity concepts, including a discussion of why the change is necessary and the advantages of shipping, and supporting, a modular SELinux policy.","Paul Moore","C-D0207",,"Platform/OS,Security"
"Y","01/28/2018 15:00:00","01/28/2018 15:23:00","DevOps","Testing and verification of infrastructure code","Devops people maintaining small infrastructures with no SLAs do not see area of testing and verification of IaaC as important as people who are maintaining large infrastructures and need to deliver features or rolling updates in fast and reliable manner. As soon as IaaC repository gets a little bigger the time spend on manual testing becomes a bottle neck.  Contributing to public IaaC repositories can also be painful when both contributor and maintainer do not have a way to automatically check if their code will not break supported environments.  So how should we test our IaaC repositories?  This talk will introduce ideal way for testing of IaaC and show what features can tool Test-Kitchen provide to meet requirements and help with automated testing and verification of IaaC repositories.","Ondrej Vaško","F-E104",,"Configuration Management,Cloud,DevOps,Testing"
"Y","01/28/2018 15:30:00","01/28/2018 15:53:00","DevOps","Engaging quality engineering on agile approaches","In general, software quality engineering engages after a deveolper finishes a task. Agile approach, however, does not have a fragmented view about the team, which acts in a multidisciplinary way. How could us introduce agile techniques to a traditionally structured team? As outcome of my session, atendees will be able to identify opportunities to apply agile techniques on their daily activities, such as reviewing quality backlog, creating agile test cases integrated with feature sprint backlogs, designing test cases automation and evaluating application performance and scalability. Another outcome will be to show how Hawkular QE is engaging with developers on agile.   The session should have a range of 40 to 100 atendees.","Guilherme Baufaker Rego","F-E104",,"Agile,Testing"
"Y","01/28/2018 10:30:00","01/28/2018 11:23:00","Platform/OS","Cockpit - Moving towards more advanced use-cases","Cockpit is a browser-based server adminstration user interface. One of its main goals is to make running linux servers more discoverable and usable for newcomers. However, that doesn't mean that Cockpit isn't useful for more advanced tasks—especially when quickly glancing at the health of a system or figuring out the cause of a problem.  In this talk, we'll present the progress Cockpit has made during the last year: it has grown several new features, made writing third-party modules easier than ever, and is now included in more distributions. We'll also show some of its more advanced use-cases and what we think might be good next steps to take it further into that direction.  http://cockpit-project.org","Lars Karlitski","A-D105",,"Platform/OS,Web"
