"Y","01/27/2018 11:30:00","01/27/2018 12:23:00","Kernel","Recent Locking Improvements in the Linux Kernel","The Linux locking primitives (spinlocks, rwlocks, mutex, rw semaphores and futexes) have undergone substantial changes in recent years to improve their performance and scalability. This talk will present the new locking implementations like qspinlock, qrwlock as well as improvements to existing mutex, rw semaphore and futex code bases. It  will also discuss new locking patches that are being proposed to be merged in future kernel releases. After the session, the audience will have a better understanding of the locking improvements and what to expect in the near future.","Waiman Long","B-D0206",,"Kernel"
"Y","01/27/2018 15:30:00","01/27/2018 15:53:00","Virtualization","Easy development with Docker and Openshift tooling","Container oriented development is a new way to adopt for today's developers. Although base tooling allow easy and simple deployment to be adopted, developers needs more accurate tools to deal with their day to day operations.  Based on the Eclipse Docker and OpenShift tooling, we will discover how developer tasks can be easily managed from the Eclipse IDE: - managing containers, images - dealing with complex deployments - deploying and debugging local projects inside launched containers  We will walk from a simple scenario (Docker image build) to a more complex real case scenario where our application deployed on a cloud provider is remotely debugged. Everything from within the Eclipse IDE !!!","Dmitrii Bocharov","G-E105",,"Containers,Desktop,Development"
"Y","01/27/2018 11:00:00","01/27/2018 11:53:00","Config Management","Ansible Container : Build Better!","Look Mom, No Dockerfile! We'll build a multi-container project from scratch without writing any Dockerfiles. You'll learn how Ansible Container works, the container.yml syntax, how to build images using only Ansible roles, and how to orchestrate containers locally on your laptop.   But we're not stopping there! We'll deploy our new application to OpenShift. You'll learn how Ansible Container translates your project to K8s configuration files, how it performs the deployment, and some best practices you can implement to make your app production ready.","Chris Houseknecht","H-E112",,"Automation,Containers"
"Y","01/27/2018 15:00:00","01/27/2018 15:53:00","JUDCon","Cyborg Teams","In the Cockpit project we’ve done something amazing: We’ve built a team that’s part human and part machine working on an Open Source project. “Cockpituous”, our project’s #5 commit contributor, is actually our automated team members.Bots do the mundane tasks that would otherwise use up the time of human contributors. You can see them self-organizing, doing continuous integration, finding issues, contributing code changes, making decisions, releasing the software into Linux distros and containers. They work in a distributed, organic way, and run in containers on Openshift.We’ll talk about how humans are training the bots, and how bots are using machine learning to learn from the humans.Treating the bots as team members is fundamental to achieving this.","Stef Tobias Walter","E-G202",,"AI/Machine Learning,Automation,Development"
"Y","01/27/2018 12:30:00","01/27/2018 12:53:00","Kernel","KASan or how to get rid of memory corruption","Bugs that corrupts the memory are extremely annoying. The corruption is often silent as it happens, and only become apparent later when the corrupted address is being accessed, possibly by a totally unrelated code, and all useful information about the context in which the corruption occurred has been lost.  KASan (Kernel Address Sanitizer) is a tool that allow to catch the faulty accesses that cause memory corruption as they happen, and thus greatly facilitate the debugging of such issue  In this talk, I'll explain what are the common causes of memory corruption, how KASan works, how to use it and, I hope, inspire kernel developer to use it more.","Jerome Marchand","B-D0206",,"Kernel"
"Y","01/27/2018 12:00:00","01/27/2018 12:53:00","Config Management","Ansible 202: Best Practices from the field","This deck tries to gather a series of best practices directly from 'the trenches', where the development of ansible roles is at odds with the elegance of the implementation and sometimes with delivery times. This talk deals with points such as code reuse, role tests, variable inheritance, SCM management, Debugging strategies, etc...","Juan Manuel Parrilla","H-E112",,"Automation,Configuration Management"
"Y","01/27/2018 11:15:00","01/27/2018 11:53:00","CI/CD","Container CI with Jenkins and Openshift","Containers are everywhere. Most applications today make use of multiple containers in their architecture. Very often, you need to test changes to one or more of your containers prior to moving them into production. Using Openshift as the platform and using Jenkins pipelines and the Jenkins Kubernetes plugin, I will present how to setup your workflow and help guide you on how to achieve efficient container CI.  Phoebe Talk #2","Scott Hebert","F-E104",,"Automation,Containers"
"Y","01/27/2018 15:30:00","01/27/2018 15:53:00","Cloud","Hacker's guide to Web Assembly","WebAssembly is a new low-level binary compile format that will do a better job at being a compiler target than JavaScript. It’s being called “the future of the web platform” and did you know that its promising features in terms of speed, reusability and safety has brought major browser vendors working together to make it a reality and the MVP is already available in major browsers.  Want to know how WebAssembly work? Why is WebAssembly so fast? How to build web apps using C/C++/Rust? In this talk we’ll look at history, basics, applications and deep dive into the core concepts of WebAssembly with help of live demos and coding.   Session Content : - Introduction to WebAssembly - Live Demos - History & Need of WebAssembly - Applications of WebAssembly  - Community Details & support Channels","Vigneshwer Dhinakaran","C-D0207",,"Development,Kernel,Platform/OS,Research,Web"
"Y","01/27/2018 12:30:00","01/27/2018 13:23:00","JUDCon","Scalable cloud IDE with Eclipse Che and OpenShift","Eclipse Che is a browser-based IDE providing on-demand workspaces that include runtimes and IDEs. It is powered by a RESTful workspace server (with Docker, OpenShift of Kubernetes as underlying infra), plug-ins for languages, framework, and tools.In this session, we will demonstrate how to boost the power of Eclipse Che with Keycloak to build a collaborative developer environment. We will also discuss how to manage teams, groups, organizations, and permissions for fine-grained access to APIs and resources.[1] https://www.eclipse.org/che/[2] http://www.keycloak.org/[3] https://www.openshift.com/","Sergii Kabashniuk; Eugene Yevhen Ivantsov","E-G202",,"Cloud,Community,Containers,Development,DevOps,IdentityManagement,Middleware,Security,Web"
"Y","01/27/2018 14:00:00","01/27/2018 14:23:00","Virtualization","Qemu Sandboxing for dummies.","Qemu sandbox is a security feature that filters system calls from the guest to the host avoiding possible malicious exploits. The filter uses libseccomp that uses the in-kernel seccomp filter. The main goal of this talk is to spread the feature to a broader audience, expecting them to use, test and improve the security of virtualization when using Qemu.","Eduardo Otubo","G-E105",,"Kernel,Security,Virtualization"
"Y","01/27/2018 10:30:00","01/27/2018 11:08:00","CI/CD","Delivering a host platform at the speed of light","When implementing true CI/CD you can deliver a host platform at a quicker cadence and high quality. This session walks through using Red Hat Opensource products such as Openshift, Jenkins, and Ansible to deliver a faster moving host completely containerized and gates developers/packagers. Every change gets validated and prevents bugs in code to be identified sooner by the person making changes. I will explore how Openshift + Jenkins Pipelines is a simpler comprehensive solution to enable CI/CD in any project based on lessons learned by delivering a host platform.  References: https://github.com/CentOS-PaaS-SIG/ci-pipeline https://www.youtube.com/channel/UCtURsOwIYbRmaxucfTcbXMA/featured  Phoebe talk #1","Ari LiVigni","F-E104",,"Agile,Automation,Containers,Development,DevOps,Platform/OS,Testing,Virtualization"
"Y","01/27/2018 12:00:00","01/27/2018 12:23:00","CI/CD","Minishift: CI/CD in the palm of your hand","Developing a modern CI/CD workflow involves the integration of multiple technologies and applications/services. Openshift helps to simplify the provisioning, management and scaling of applications and, thanks to its tight integration with Jenkins, is a perfect choice for your CI/CD pipeline. This talk will provide an introduction to minishift[1] as a way for developers to have their own easy to implement, manage, and customize Openshift instance on their local development system, and how to use this minishift-based Openshift environment in conjunction with Jenkins to implement a full local CI-Pipeline.  References: [1] https://www.openshift.org/minishift/  Phoebe talk #3","Rob Nester","F-E104",,"Automation,Containers,Development,DevOps,Platform/OS,Testing,Virtualization"
"Y","01/27/2018 11:30:00","01/27/2018 11:53:00","Virtualization","Improving hyperconverged performance","Gluster storage is integrated with oVirt as file based storage using FUSE, enabling all oVirt features with very little special code. However FUSE is not the most efficient and scalable way to access Gluster storage, resulting in poor virtual machine performance. With newly added native Gluster support a VM can access gluster storage directly in the most efficient way. Decreased storage access latency results in a better IOPS, thus making storage more responsive and improve the VMs performance. Participants will be able to learn more on how file system access works for VMs, review the reason for potential performance issues in hyperconverged setups, and how to improve it.","Denis Chaplygin","G-E105",,"Storage,Virtualization"
"Y","01/27/2018 16:30:00","01/27/2018 16:53:00","Containers","Minimizing workstation installation","Typical containerization stories talk about moving daemons and services to containers and running them in high-available fashion using orchestration tools like OpenShift. There is however value for containers on the other end of the spectrum -- simple command line tools. I sometimes need to use utility programs I haven't used for months -- to fetch or update non-git source repository, to convert XSL:FO to PDF, to run some small task. I can install them to my workstation via dnf but they will likely come with multiple dependencies which I will keep having installed and keep updating from that point on. In this session, we will look at writing small Dockerfiles which will allow us to build and run containers with such utilities on demand, instead of polluting our workstation installation.","Jan Pazdziora","A-D105",,"Containers,Development"
"Y","01/27/2018 14:30:00","01/27/2018 14:53:00","Kernel","SCHED_DEADLINE: Open Issues","The deadline scheduler adds the ability of scheduling tasks, according to a dynamic priority, based on the task’s deadline. Using the period, the runtime, and deadline, the scheduler tries to provide the runtime CPU time, at each period for each deadline task, providing the guarantee real-time tasks need, *under the perfect conditions*, these conditions are:  - Implicit deadline tasks - Tasks should not self-suspend - All the system’s delay must be taken into account - The runtime must represent the worst-case execution time - The system should not be overload  All these restrictions open the opportunity for improvements in the deadline scheduler. This presentation aims to list these points of improvement, point directions and challenges","Daniel Bristot de Oliveira","B-D0206",,"Kernel"
"Y","01/27/2018 12:30:00","01/27/2018 12:53:00","CI/CD","Lessons Learned Implementing Builder Containers","Building, Composing and testing an Atomic release  In this session I'll show how we migrated our workflow from using Jenkins Job Builder on bare metal to running everything inside openshift with Jenkins pipeline and containers. We took an iterative approach of containerizing each piece of the pipeline and then moving those containers into openshift itself. I'll share lessons learned and what we found to be best practices.  References: https://github.com/CentOS-PaaS-SIG/ci-pipeline/  Phoebe talk #4","Bill Peck","F-E104",,"Agile,Automation,Containers,Development,DevOps,Platform/OS,Testing"
"Y","01/27/2018 11:00:00","01/27/2018 11:53:00","Cloud","Trending: Serverless Computing","On the continuum from virtual machines to containers now Serverless presents a new alternative Cloud technology enabling developers to concentrate on their application and not the servers used to host them. The platform takes care of the infrastructure allowing it to scale or to be highly available.  There are enormous advantages allowing to easily fire up new applications and autoscale them as they go viral.  Let’s look at the public cloud offerings in the space (lambda, AF, GCF) and the Open Source projects (OpenWhisk, Fission, Serverless, OpenFaaS) and look at the pros & cons of each.  In what use cases is PaaS more interesting than Serverless?  There'll be demos of several Serverless frameworks including Apache OpenWhisk running on OpenShift.","Michael Bright","C-D0207",,"Cloud,Containers,Development"
"Y","01/27/2018 15:00:00","01/27/2018 15:53:00","Kernel","What's up in Linux-Kernel land","This talk gives an overview of recent and current developments in the Linux kernel; it will discuss what major changes the latest kernel versions brought, what the next version will bring, and what the Linux developers are working on for future releases. In that scope the presentation will also discuss changes in software close to the kernel; that for example includes Mesa, as its 3D drivers and work hand in hand with the graphics drivers in the Linux kernel.","Thorsten Leemhuis","B-D0206",,"Kernel"
"Y","01/27/2018 15:00:00","01/27/2018 15:23:00","Virtualization","High availability with no split-brains!","Highly available virtual machines are restarted automatically when going down unintentionally. Such VMs are often needed for running critical services. However, restarting VMs automatically is a non-trivial task for management systems because it may cause a VM to run on two different machines simultaneously. This scenario, called 'split-brain', may lead to data corruption since both instances use the same disk(s). That is especially unfortunate because highly available VMs are typically the most important ones. In this session I will describe the problem we faced and demonstrate our recent solution for this in oVirt (although both are not oVirt-specific).","Arik Hadas","G-E105",,"Virtualization"
